13181,0
10342,0
20881,0
24972,1
43867,0
4124,0
17641,0
17273,0
41191,0
5386,1
28449,0
4955,1
41332,0
33898,1
3413,0
39582,0
33986,0
1797,0
22785,1
36491,0
7267,1
32007,0
41963,1
43769,0
20819,0
28052,0
15274,0
21690,0
7986,0
22296,0
20375,0
35245,0
35148,0
22206,0
2612,1
35654,1
953,0
507,0
9001,0
24329,1
43230,1
39686,0
15362,0
43845,0
39423,0
16621,1
43604,0
33816,0
16094,0
3893,0
25528,0
26402,0
35168,1
30019,0
20829,0
6333,0
29473,0
7716,1
25029,0
16680,0
3316,0
43933,0
22966,0
23022,1
14232,0
30238,0
1057,0
9090,0
43877,0
25410,0
7218,0
23226,0
43621,0
3062,1
28725,0
23276,0
20954,1
33026,1
15872,0
32127,0
20061,0
28125,0
10945,0
13691,1
23681,0
38761,0
38470,0
12260,0
10791,0
1342,1
30873,0
14201,0
31622,0
8209,0
6626,0
17447,0
41860,1
42635,0
2749,0
30465,0
42724,0
620,1
29643,1
34256,0
9388,0
39576,0
7604,0
41263,0
33669,0
4532,0
9238,0
39614,1
30768,0
15321,0
32153,0
43054,0
37066,0
43710,0
9739,1
36923,1
11707,0
41981,0
40723,0
18350,0
41773,1
36071,0
13318,0
29912,0
29465,0
2283,1
1456,0
35217,1
42370,0
27302,0
32729,0
30982,1
12920,1
41267,0
13394,1
22470,0
21637,0
23458,1
8619,0
29424,0
18968,1
6828,0
30205,0
31919,0
31500,1
23090,0
32829,1
14942,0
22374,0
11685,0
23200,0
10862,0
21257,0
39907,0
17517,1
19010,1
23300,0
1706,0
8723,0
32535,0
16034,1
21773,0
4410,0
8656,1
19153,0
19959,0
10892,0
12514,0
16209,0
1522,0
22685,1
19531,0
19038,1
9637,0
16538,0
43590,0
12792,0
44445,0
10452,0
23186,0
11738,0
11578,0
27153,0
2275,1
19591,0
1178,1
34727,1
19587,0
23455,1
28605,0
8837,1
38620,0
18986,0
649,1
21704,0
28032,0
22381,1
29401,1
20418,0
31102,0
10456,0
33689,1
31528,0
32546,1
35867,0
12658,1
25581,0
19291,0
28509,0
9721,0
14901,0
4831,0
17008,0
8397,0
15180,0
11000,0
17516,1
3986,1
37193,1
3925,0
7614,1
34701,0
34087,0
25071,0
22762,0
26074,0
43887,1
24213,1
38498,0
43613,0
24151,0
39136,0
2592,0
31327,0
24767,1
12062,0
28732,0
23920,0
22841,0
40316,0
14689,1
13651,0
9115,0
37741,0
7149,0
15507,0
3438,0
23344,0
3785,0
34338,0
32652,0
9128,1
38114,0
23015,0
11609,0
37034,1
41647,0
26602,1
33806,0
35662,0
17434,1
7397,0
28208,0
38280,0
11102,0
36843,0
36423,0
38813,0
30916,0
39654,0
19346,0
20254,1
571,0
32054,0
1216,1
8391,1
13202,0
10603,1
23736,0
20453,0
19061,1
7155,0
36495,0
12070,0
15530,0
42835,0
42904,0
38000,0
2091,0
9922,0
26955,0
21906,0
3599,0
15607,0
32936,1
38194,1
25385,0
22805,1
15244,0
21358,0
14487,0
34418,1
10427,0
1728,0
42479,0
42037,1
5101,0
15131,0
15827,1
30870,0
26811,1
22551,1
40275,0
29799,0
41598,0
31395,0
836,0
14696,0
25738,0
2257,0
9894,0
42213,1
881,0
22825,0
14275,0
13412,0
43776,0
41819,0
17048,0
39560,1
22052,0
26732,0
28738,0
35964,0
24561,0
6623,0
6712,0
31936,0
26590,1
22876,0
30997,0
11158,1
15774,0
5782,0
32428,0
40595,0
27455,1
32275,0
35146,0
5897,0
1589,0
14369,0
18035,1
16121,0
30226,0
38600,0
5777,0
44534,0
39411,0
1353,0
40426,0
25840,0
19204,0
11379,0
29942,0
11553,0
24741,0
16483,0
28274,0
36489,0
13194,0
23132,0
21866,1
3849,0
14717,0
15582,0
44640,1
30399,0
6364,1
30695,0
44875,0
31977,0
6069,0
45036,1
5152,0
44478,0
3664,0
44163,1
42335,0
8674,0
5997,0
23594,0
34884,1
3007,1
34225,0
1239,1
41137,1
24877,0
39427,0
6757,0
44672,0
17342,0
15357,0
36654,0
28769,0
13873,1
23802,0
23062,0
44331,1
28837,0
6896,0
10589,0
22157,0
15650,0
12412,0
9211,0
2202,0
35414,1
43100,1
33304,0
3751,0
34485,1
11547,0
9646,0
10487,0
29332,1
26898,0
8468,1
31274,0
31121,1
36660,0
24909,0
35070,1
1720,0
24052,0
1469,0
13465,1
14782,0
31137,0
734,1
17470,0
37249,0
18997,0
41220,0
643,0
36587,0
23864,0
26426,0
6902,0
36868,1
25133,0
40142,1
4232,0
17199,0
13692,0
1479,1
13968,0
34210,1
30161,1
20963,0
23052,0
20682,0
4901,1
11284,0
43384,0
19944,1
21889,0
33328,0
9250,0
2351,0
38791,0
31972,0
33446,0
39578,1
24104,0
20709,0
9858,0
28049,0
10826,1
5766,0
5106,1
28238,1
9866,0
1460,0
35542,1
1770,0
22903,0
16635,0
14652,0
35316,0
28055,0
43226,0
41691,0
2582,0
496,0
